"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72534014819","2018-01-01","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  -0.5","24"," -11.3","24","1041.1","24","015.5","23"," 10.0","24","  9.2","24"," 11.1"," 17.1","  10.0"," ","  -7.1"," "," 0.00","G","  2.0","000000"
"72534014819","2018-01-02","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  -2.8","24"," -10.6","24","1038.6","24","012.5","23"," 10.0","24","  9.2","24"," 15.0","999.9","   7.0"," ","  -9.9"," "," 0.00","G","  2.0","000000"
"72534014819","2018-01-03","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  12.2","24","   3.5","24","1021.9","21","996.7","23","  8.1","24"," 11.0","24"," 15.0"," 20.0","  18.0"," ","   1.0"," "," 0.00","G","  2.0","001000"
"72534014819","2018-01-04","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","   8.3","24","  -2.6","24","1026.7","22","001.7","24","  9.6","24"," 11.1","24"," 15.0","999.9","  14.0"," ","   1.9"," "," 0.00","G","  2.0","001000"
"72534014819","2018-01-05","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","   5.3","24","  -5.3","24","1030.8","24","005.7","23"," 10.0","24","  9.2","24"," 17.1","999.9","  12.0"," ","   0.0"," "," 0.00","G","  2.0","000000"
"72534014819","2018-01-06","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","   6.7","24","  -5.4","24","1037.1","24","011.8","23"," 10.0","24","  5.5","24","  8.0","999.9","  17.1"," ","  -0.9"," "," 0.00","G","  2.0","000000"
"72534014819","2018-01-07","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  17.7","24","   7.3","24","1027.7","20","001.2","23","  9.6","24"," 11.1","24"," 15.9"," 26.0","  30.9"," ","   6.1"," "," 0.00","G","  1.2","011000"
"72534014819","2018-01-08","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  34.0","24","  29.8","24","1016.2","21","992.7","23","  6.5","24"," 12.0","24"," 15.0"," 21.0","  37.0"," ","  30.9"," "," 0.03","G","  1.2","011000"
"72534014819","2018-01-09","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  30.5","24","  28.2","24","1023.6","20","000.3","23","  3.9","24","  6.0","24"," 13.0","999.9","  34.0"," ","  28.0"," "," 0.00","G","  1.2","100000"
"72534014819","2018-01-10","41.78611","-87.75222","186.5","CHICAGO MIDWAY AIRPORT, IL US","  38.6","24","  37.6","24","1016.6","19","991.9","23","  2.4","24"," 10.6","24"," 18.1"," 29.9","  52.0"," ","  30.0"," "," 0.00","G","  1.2","110000"
